ID,target
850,4.0
851,4.0
852,4.0
853,3.0
854,4.0
855,4.0
856,4.0
857,4.0
858,4.0
859,5.0
860,4.0
861,4.0
862,3.0
863,3.0
864,4.0
865,5.0
866,5.0
867,3.0
868,4.0
869,4.0
870,4.0
871,4.0
872,4.0
873,3.0
874,4.0
875,4.0
876,4.0
877,2.0
878,4.0
879,3.0
880,5.0
881,3.0
882,4.0
883,4.0
884,4.0
885,4.0
886,4.0
887,4.0
888,5.0
889,4.0
890,4.0
891,4.0
892,4.0
893,4.0
894,4.0
895,4.0
896,4.0
897,4.0
898,4.0
899,3.0
900,4.0
901,3.0
902,4.0
903,4.0
904,5.0
905,4.0
906,4.0
907,3.0
908,5.0
909,4.0
910,4.0
911,3.0
912,3.0
913,3.0
914,4.0
915,4.0
916,3.0
917,5.0
918,4.0
919,4.0
920,4.0
921,4.0
922,4.0
923,4.0
924,4.0
925,4.0
926,4.0
927,4.0
928,4.0
929,4.0
930,2.0
931,4.0
932,4.0
933,4.0
934,5.0
935,4.0
936,4.0
937,4.0
938,4.0
939,4.0
940,4.0
941,4.0
942,4.0
943,4.0
944,5.0
945,4.0
946,4.0
947,4.0
948,4.0
949,4.0
950,4.0
951,4.0
952,4.0
953,4.0
954,4.0
955,3.0
956,4.0
957,4.0
958,4.0
959,4.0
960,4.0
961,5.0
962,4.0
963,4.0
964,4.0
965,4.0
966,4.0
967,4.0
968,4.0
969,4.0
970,4.0
971,4.0
972,4.0
973,4.0
974,5.0
975,4.0
976,4.0
977,4.0
978,4.0
979,4.0
980,5.0
981,4.0
982,4.0
983,4.0
984,5.0
985,4.0
986,4.0
987,3.0
988,4.0
989,4.0
990,4.0
991,4.0
992,4.0
993,3.0
994,3.0
995,4.0
996,4.0
997,4.0
998,4.0
999,4.0
1000,4.0
1001,4.0
1002,4.0
1003,4.0
1004,5.0
1005,4.0
1006,3.0
1007,4.0
1008,4.0
1009,4.0
1010,4.0
1011,4.0
1012,4.0
1013,4.0
1014,3.0
1015,3.0
1016,4.0
1017,4.0
1018,4.0
1019,4.0
1020,4.0
1021,3.0
1022,4.0
1023,4.0
1024,4.0
1025,4.0
1026,4.0
1027,4.0
1028,4.0
1029,4.0
1030,4.0
1031,4.0
1032,3.0
1033,4.0
1034,4.0
1035,4.0
1036,4.0
1037,4.0
1038,4.0
1039,4.0
1040,4.0
1041,4.0
1042,4.0
1043,4.0
1044,4.0
1045,3.0
1046,4.0
1047,4.0
1048,4.0
1049,5.0
1050,4.0
1051,4.0
1052,4.0
1053,4.0
1054,5.0
1055,4.0
1056,4.0
1057,4.0
1058,4.0
1059,4.0
1060,4.0
1061,4.0
1062,4.0
1063,4.0
1064,2.0
1065,3.0
1066,4.0
1067,4.0
1068,4.0
1069,4.0
1070,4.0
1071,4.0
1072,3.0
1073,4.0
1074,4.0
1075,4.0
1076,4.0
1077,4.0
1078,4.0
1079,4.0
1080,4.0
1081,4.0
1082,4.0
1083,3.0
1084,4.0
1085,4.0
1086,4.0
1087,3.0
1088,4.0
1089,4.0
1090,4.0
1091,4.0
1092,4.0
1093,4.0
1094,4.0
1095,4.0
1096,5.0
1097,4.0
1098,4.0
1099,4.0
1100,4.0
1101,2.0
1102,3.0
1103,5.0
1104,4.0
1105,4.0
1106,4.0
1107,4.0
1108,4.0
1109,4.0
1110,4.0
1111,4.0
1112,4.0
1113,4.0
1114,5.0
1115,4.0
1116,4.0
1117,4.0
1118,5.0
1119,4.0
1120,4.0
1121,5.0
1122,4.0
1123,3.0
1124,4.0
1125,4.0
1126,4.0
1127,4.0
1128,4.0
1129,4.0
1130,4.0
1131,3.0
1132,3.0
1133,4.0
1134,4.0
1135,4.0
1136,4.0
1137,5.0
1138,4.0
1139,5.0
1140,3.0
1141,4.0
1142,4.0
1143,4.0
1144,4.0
1145,4.0
1146,4.0
1147,4.0
1148,5.0
1149,4.0
1150,4.0
1151,4.0
1152,4.0
1153,4.0
1154,4.0
1155,4.0
1156,4.0
1157,4.0
1158,4.0
1159,4.0
1160,4.0
1161,4.0
1162,4.0
1163,4.0
1164,4.0
1165,4.0
1166,4.0
1167,4.0
1168,4.0
1169,4.0
1170,4.0
1171,4.0
1172,4.0
1173,4.0
1174,4.0
1175,3.0
1176,4.0
1177,4.0
1178,4.0
1179,4.0
1180,4.0
1181,4.0
1182,4.0
1183,4.0
1184,4.0
1185,3.0
1186,3.0
1187,4.0
1188,4.0
1189,4.0
1190,4.0
1191,4.0
1192,4.0
1193,5.0
1194,4.0
1195,4.0
1196,4.0
1197,4.0
1198,4.0
1199,4.0
1200,4.0
1201,3.0
1202,4.0
1203,4.0
1204,4.0
1205,5.0
1206,4.0
1207,4.0
1208,4.0
1209,4.0
1210,4.0
1211,4.0
1212,4.0
1213,4.0
1214,4.0
1215,4.0
1216,4.0
1217,4.0
1218,4.0
1219,3.0
1220,4.0
1221,4.0
1222,5.0
1223,4.0
1224,4.0
1225,3.0
1226,4.0
1227,4.0
1228,4.0
1229,4.0
1230,4.0
1231,4.0
1232,4.0
1233,4.0
1234,4.0
1235,4.0
1236,5.0
1237,3.0
1238,4.0
1239,4.0
1240,4.0
1241,4.0
1242,3.0
1243,4.0
1244,4.0
1245,4.0
1246,4.0
1247,4.0
1248,4.0
1249,4.0
1250,4.0
1251,5.0
1252,4.0
1253,4.0
1254,4.0
1255,4.0
1256,4.0
1257,4.0
1258,3.0
1259,4.0
1260,3.0
1261,4.0
1262,4.0
1263,4.0
1264,3.0
1265,4.0
1266,4.0
1267,4.0
1268,4.0
1269,4.0
1270,4.0
1271,3.0
1272,4.0
1273,4.0
1274,4.0
1275,4.0
1276,4.0
1277,5.0
1278,4.0
1279,4.0
1280,4.0
1281,4.0
1282,4.0
1283,4.0
1284,4.0
1285,4.0
1286,4.0
1287,4.0
1288,4.0
1289,4.0
1290,4.0
1291,5.0
1292,4.0
1293,3.0
1294,5.0
1295,5.0
1296,4.0
1297,4.0
1298,4.0
1299,2.0
1300,4.0
1301,5.0
1302,4.0
1303,4.0
1304,4.0
1305,4.0
1306,4.0
1307,4.0
1308,4.0
1309,4.0
1310,5.0
1311,4.0
1312,4.0
1313,4.0
1314,4.0
1315,4.0
1316,4.0
1317,5.0
1318,4.0
1319,5.0
1320,4.0
1321,4.0
1322,4.0
1323,4.0
1324,5.0
1325,4.0
1326,4.0
1327,4.0
1328,4.0
1329,4.0
1330,4.0
1331,4.0
1332,4.0
1333,4.0
1334,3.0
1335,4.0
1336,5.0
1337,4.0
1338,4.0
1339,4.0
1340,4.0
1341,4.0
1342,4.0
1343,4.0
1344,4.0
1345,4.0
1346,4.0
1347,4.0
1348,4.0
1349,4.0
1350,4.0
1351,4.0
1352,4.0
1353,4.0
1354,4.0
1355,3.0
1356,4.0
1357,4.0
1358,4.0
1359,4.0
1360,4.0
1361,4.0
1362,4.0
1363,4.0
1364,4.0
1365,4.0
1366,4.0
1367,4.0
1368,4.0
1369,4.0
1370,3.0
1371,4.0
1372,4.0
1373,4.0
1374,4.0
1375,3.0
1376,5.0
1377,4.0
1378,2.0
1379,4.0
1380,4.0
1381,4.0
1382,4.0
1383,4.0
1384,5.0
1385,4.0
1386,4.0
1387,4.0
1388,4.0
1389,5.0
1390,4.0
1391,4.0
1392,4.0
1393,4.0
1394,5.0
1395,4.0
1396,4.0
1397,4.0
1398,4.0
1399,4.0
1400,4.0
1401,4.0
1402,4.0
1403,4.0
1404,4.0
1405,4.0
1406,4.0
1407,4.0
1408,4.0
1409,5.0
1410,4.0
1411,4.0
1412,4.0
1413,3.0
1414,4.0
1415,4.0
1416,4.0
1417,3.0
1418,5.0
1419,4.0
1420,4.0
1421,4.0
1422,4.0
1423,4.0
1424,5.0
1425,4.0
1426,4.0
1427,4.0
1428,4.0
1429,4.0
1430,3.0
1431,5.0
1432,4.0
1433,4.0
1434,4.0
1435,3.0
1436,4.0
1437,4.0
1438,4.0
1439,4.0
1440,4.0
1441,4.0
1442,4.0
1443,4.0
1444,4.0
1445,2.0
1446,4.0
1447,5.0
1448,4.0
1449,4.0
1450,4.0
1451,4.0
1452,5.0
1453,4.0
1454,4.0
1455,4.0
1456,4.0
1457,4.0
1458,4.0
1459,4.0
1460,4.0
1461,4.0
1462,4.0
1463,4.0
1464,4.0
1465,4.0
1466,5.0
1467,4.0
1468,4.0
1469,4.0
1470,4.0
1471,4.0
1472,3.0
1473,4.0
1474,4.0
1475,3.0
1476,5.0
1477,4.0
1478,4.0
1479,4.0
1480,4.0
1481,4.0
1482,4.0
1483,5.0
1484,4.0
1485,3.0
1486,4.0
1487,4.0
1488,4.0
1489,4.0
1490,5.0
1491,4.0
1492,4.0
1493,5.0
1494,4.0
1495,4.0
1496,4.0
1497,4.0
1498,4.0
1499,4.0
1500,4.0
1501,5.0
1502,3.0
1503,4.0
1504,4.0
1505,5.0
1506,4.0
1507,4.0
1508,4.0
1509,3.0
1510,4.0
1511,5.0
1512,4.0
1513,4.0
1514,4.0
1515,4.0
1516,4.0
1517,4.0
1518,4.0
1519,4.0
1520,4.0
1521,4.0
1522,4.0
1523,4.0
1524,4.0
1525,4.0
1526,4.0
1527,4.0
1528,5.0
1529,4.0
1530,5.0
1531,4.0
1532,4.0
1533,4.0
1534,4.0
1535,4.0
1536,4.0
1537,4.0
1538,3.0
1539,4.0
1540,4.0
1541,4.0
1542,4.0
1543,4.0
1544,4.0
1545,4.0
1546,5.0
1547,4.0
1548,4.0
1549,4.0
1550,4.0
1551,4.0
1552,4.0
1553,5.0
1554,3.0
1555,4.0
1556,4.0
1557,3.0
1558,4.0
1559,4.0
1560,5.0
1561,5.0
1562,4.0
1563,3.0
1564,4.0
1565,4.0
1566,4.0
1567,4.0
1568,4.0
1569,5.0
1570,4.0
1571,3.0
1572,4.0
1573,3.0
1574,3.0
1575,3.0
1576,4.0
1577,4.0
1578,4.0
1579,5.0
1580,4.0
1581,4.0
1582,4.0
1583,4.0
1584,4.0
1585,4.0
1586,4.0
1587,4.0
1588,4.0
1589,4.0
1590,4.0
1591,4.0
1592,4.0
1593,4.0
1594,4.0
1595,4.0
1596,4.0
1597,5.0
1598,4.0
1599,4.0
1600,4.0
1601,4.0
1602,3.0
1603,4.0
1604,4.0
1605,5.0
1606,4.0
1607,4.0
1608,4.0
1609,4.0
1610,4.0
1611,4.0
1612,4.0
1613,4.0
1614,4.0
1615,4.0
1616,4.0
1617,4.0
1618,4.0
1619,4.0
1620,4.0
1621,4.0
1622,5.0
1623,4.0
1624,4.0
1625,4.0
1626,4.0
1627,4.0
1628,2.0
1629,4.0
1630,4.0
1631,4.0
1632,4.0
1633,4.0
1634,4.0
1635,4.0
1636,4.0
1637,4.0
1638,4.0
1639,3.0
1640,4.0
1641,4.0
1642,4.0
1643,3.0
1644,4.0
1645,4.0
1646,3.0
1647,4.0
1648,4.0
1649,4.0
1650,5.0
1651,4.0
1652,3.0
1653,4.0
1654,4.0
1655,4.0
1656,4.0
1657,2.0
1658,4.0
1659,4.0
1660,3.0
1661,4.0
1662,4.0
1663,4.0
1664,4.0
1665,4.0
1666,4.0
1667,4.0
1668,4.0
1669,4.0
1670,4.0
1671,4.0
1672,4.0
1673,4.0
1674,4.0
1675,3.0
1676,4.0
1677,5.0
1678,4.0
1679,4.0
1680,5.0
1681,4.0
1682,4.0
1683,4.0
1684,4.0
1685,5.0
1686,4.0
1687,4.0
1688,4.0
1689,4.0
1690,4.0
1691,4.0
1692,5.0
1693,4.0
1694,5.0
1695,4.0
1696,4.0
1697,4.0
1698,4.0
1699,4.0
1700,4.0
1701,4.0
1702,3.0
1703,4.0
1704,4.0
1705,4.0
1706,5.0
1707,4.0
1708,4.0
1709,4.0
1710,4.0
1711,4.0
1712,4.0
1713,5.0
1714,4.0
1715,4.0
1716,4.0
1717,4.0
1718,4.0
1719,4.0
1720,4.0
1721,5.0
1722,4.0
1723,4.0
1724,4.0
1725,4.0
1726,3.0
1727,4.0
1728,4.0
1729,4.0
1730,4.0
1731,4.0
1732,3.0
1733,4.0
1734,4.0
1735,4.0
1736,4.0
1737,4.0
1738,4.0
1739,4.0
1740,5.0
1741,4.0
1742,4.0
1743,4.0
1744,5.0
1745,4.0
1746,4.0
1747,4.0
1748,4.0
1749,4.0
1750,4.0
1751,4.0
1752,4.0
1753,3.0
1754,4.0
1755,4.0
1756,4.0
1757,4.0
1758,4.0
1759,4.0
1760,4.0
1761,4.0
1762,4.0
1763,4.0
1764,4.0
1765,4.0
1766,3.0
1767,4.0
1768,4.0
1769,4.0
1770,4.0
1771,4.0
1772,5.0
1773,4.0
1774,4.0
1775,4.0
1776,4.0
1777,4.0
1778,4.0
1779,3.0
1780,4.0
1781,4.0
1782,4.0
1783,4.0
1784,1.0
1785,4.0
1786,4.0
1787,4.0
1788,5.0
1789,4.0
1790,5.0
1791,4.0
1792,5.0
1793,4.0
1794,3.0
1795,4.0
1796,4.0
1797,3.0
1798,4.0
1799,4.0
1800,4.0
1801,4.0
1802,4.0
1803,5.0
1804,4.0
1805,4.0
1806,4.0
1807,4.0
1808,4.0
1809,4.0
1810,4.0
1811,5.0
1812,4.0
1813,3.0
1814,4.0
1815,4.0
1816,4.0
1817,4.0
1818,4.0
1819,4.0
1820,4.0
1821,4.0
1822,4.0
1823,4.0
1824,4.0
1825,4.0
1826,4.0
1827,4.0
1828,4.0
1829,5.0
1830,4.0
1831,4.0
1832,3.0
1833,4.0
1834,4.0
1835,4.0
1836,4.0
1837,4.0
1838,3.0
1839,4.0
1840,4.0
1841,4.0
1842,4.0
1843,4.0
1844,4.0
1845,4.0
1846,4.0
1847,4.0
1848,4.0
1849,4.0
1850,4.0
1851,4.0
1852,4.0
1853,5.0
1854,4.0
1855,4.0
1856,4.0
1857,4.0
1858,4.0
1859,3.0
1860,4.0
1861,3.0
1862,4.0
1863,4.0
1864,4.0
1865,4.0
1866,4.0
1867,4.0
1868,5.0
1869,5.0
1870,4.0
1871,4.0
1872,4.0
1873,4.0
1874,3.0
1875,4.0
1876,4.0
1877,4.0
1878,3.0
1879,4.0
1880,4.0
1881,4.0
1882,4.0
1883,4.0
1884,4.0
1885,4.0
1886,4.0
1887,4.0
1888,4.0
1889,4.0
1890,4.0
1891,4.0
1892,4.0
1893,4.0
1894,3.0
1895,4.0
1896,4.0
1897,4.0
1898,4.0
1899,5.0
1900,4.0
1901,4.0
1902,5.0
1903,3.0
1904,4.0
1905,4.0
1906,4.0
1907,4.0
1908,4.0
1909,4.0
1910,4.0
1911,4.0
1912,4.0
1913,4.0
1914,4.0
1915,4.0
1916,4.0
1917,4.0
1918,4.0
1919,4.0
1920,4.0
1921,5.0
1922,4.0
1923,4.0
1924,4.0
1925,4.0
1926,4.0
1927,4.0
1928,3.0
1929,4.0
1930,4.0
1931,4.0
1932,4.0
1933,4.0
1934,4.0
1935,4.0
1936,5.0
1937,4.0
1938,4.0
1939,4.0
1940,4.0
1941,3.0
1942,4.0
1943,4.0
1944,4.0
1945,4.0
1946,4.0
1947,4.0
1948,4.0
1949,5.0
1950,4.0
1951,4.0
1952,4.0
1953,4.0
1954,1.0
1955,4.0
1956,4.0
1957,4.0
1958,4.0
1959,3.0
1960,4.0
1961,4.0
1962,4.0
1963,4.0
1964,4.0
1965,4.0
1966,4.0
1967,4.0
1968,4.0
1969,4.0
1970,4.0
1971,4.0
1972,4.0
1973,4.0
1974,5.0
1975,4.0
1976,4.0
1977,4.0
1978,4.0
1979,4.0
1980,4.0
1981,4.0
1982,4.0
1983,4.0
1984,4.0
1985,4.0
1986,4.0
1987,4.0
1988,4.0
1989,4.0
1990,4.0
1991,5.0
1992,5.0
1993,4.0
1994,4.0
1995,4.0
1996,4.0
1997,4.0
1998,4.0
1999,3.0
2000,4.0
2001,4.0
2002,4.0
2003,4.0
2004,4.0
2005,4.0
2006,4.0
2007,4.0
2008,4.0
2009,4.0
2010,4.0
2011,4.0
2012,4.0
2013,4.0
2014,4.0
2015,4.0
2016,4.0
2017,3.0
2018,4.0
2019,4.0
2020,4.0
2021,5.0
2022,5.0
2023,4.0
2024,4.0
2025,4.0
2026,5.0
2027,4.0
2028,4.0
2029,4.0
2030,4.0
2031,4.0
2032,4.0
2033,4.0
2034,5.0
2035,4.0
2036,4.0
2037,4.0
2038,4.0
2039,4.0
2040,4.0
2041,4.0
2042,4.0
2043,4.0
2044,4.0
2045,4.0
2046,4.0
2047,4.0
2048,4.0
2049,4.0
2050,4.0
2051,4.0
2052,4.0
2053,4.0
2054,4.0
2055,4.0
2056,4.0
2057,2.0
2058,5.0
2059,4.0
2060,4.0
2061,4.0
2062,3.0
2063,4.0
2064,4.0
2065,4.0
2066,4.0
2067,4.0
2068,4.0
2069,4.0
2070,5.0
2071,4.0
2072,4.0
2073,4.0
2074,4.0
2075,4.0
2076,4.0
2077,4.0
2078,3.0
2079,4.0
2080,3.0
2081,4.0
2082,4.0
2083,4.0
2084,3.0
2085,5.0
2086,4.0
2087,4.0
2088,4.0
2089,4.0
2090,4.0
2091,3.0
2092,4.0
2093,5.0
2094,4.0
2095,4.0
2096,3.0
2097,4.0
2098,5.0
2099,3.0
2100,4.0
2101,3.0
2102,4.0
2103,3.0
2104,4.0
2105,5.0
2106,4.0
2107,4.0
2108,4.0
2109,4.0
2110,5.0
2111,5.0
2112,3.0
2113,4.0
2114,4.0
2115,5.0
2116,4.0
2117,4.0
2118,4.0
2119,4.0
2120,4.0
2121,4.0
2122,3.0
2123,4.0
2124,4.0
2125,4.0
2126,1.0
2127,3.0
2128,4.0
2129,4.0
2130,4.0
2131,4.0
2132,4.0
2133,4.0
2134,4.0
2135,4.0
2136,5.0
2137,4.0
2138,4.0
2139,4.0
2140,5.0
